■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2020   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
599,벌떡 세우는 섹스,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
600,범해진 신부,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
601,범해진 신부 무삭제판,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
602,베이글 새엄마의 유혹,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
603,베이글녀의 진지한 데이트,,,(주)빅콘미디어,(주)빅콘미디어,2020-05-26,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
604,변태 함정에 걸린 슬림핏 청순녀,잠파,,(주)플라이어,(주)플라이어,2020-03-19,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
605,봉사해버린 가정교사,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
606,부끄러운 첫경험,히로아키,,(주)플라이어,(주)플라이어,2020-03-19,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
607,부장님의 부인이 너무 이뻐서,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
608,불륜 삼매경 무삭제판,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-09,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
609,불륜 스와핑:남편 모르게,코이케.Jp,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
610,불륜 중독 - 당신없인 못살아,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
611,불륜에 뺏긴 아내 - 몸정,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
612,비뇨기과 여의사들 2 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-07-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
613,빼앗긴 아내:후배와 즐기다,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
614,사내섹스,코토우라 사이로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-01,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
615,사내정사: 은밀한 회의실 무삭제,이두희,두리컴,,두리컴,2020-07-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
616,사랑해요 장모님 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-03-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
617,사범님의 젊은 아내,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2020-07-07,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
618,사장에게 봉사하는 미인비서,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
619,사장에게 유혹당하는 여배우지망생 무삭제판,마키무라 츄타,,(주)플라이어,(주)플라이어,2020-08-13,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
620,삼촌의 여자들,최민현,(주)영화사가을,,(주)영화사가을,2020-06-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
621,상대 가리지 않는 유부녀 무삭제판,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
622,새아들 무삭제,김환,(주)영화사가을,,(주)영화사가을,2020-05-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
623,새엄마 달래주기,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
624,새엄마:남편으론 부족해,코이케.Jp,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-18,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
625,새엄마:뜨거운 목욕시간,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
626,새엄마:뜨거운 첫경험,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
627,새엄마:처음엔 거부 나중엔 신음,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-06,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
628,새엄마가 원한 밤놀이,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
629,새엄마는 안마에이스,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
630,새엄마는 풍속녀,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
631,새엄마와 막장드라마,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
632,새엄마와의 뜨거운 여행,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-21,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
633,새엄마와의 음탕한 온천여행,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
634,새엄마의 맛,코이케.Jp,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
635,새엄마의 욕정,이즈미 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
636,새엄마의 유혹,아카바네 키쿠지로,,(주)빅콘미디어,(주)빅콘미디어,2020-07-07,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
637,색기 넘치는 형수,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
638,색스러운 장모님,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
639,성인 신고식,한동호,주식회사 플릭스코,,주식회사 플릭스코,2020-07-07,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
640,세 여자,왕지방,(주)나우콘텐츠,,(주)나우콘텐츠,2020-06-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
641,세자매의 스와핑 무삭제,김민우,(주)영화사가을,,(주)영화사가을,2020-04-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
642,섹스에 환장한 아줌마들,이즈미 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
643,섹스클럽:내아내가 다른남자와,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
644,섹시 엑소시스트,에도가와 후타로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-01,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
645,속궁합 잘 맞는 친구엄마 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-04-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
646,손빨래하는 여자,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-04-07,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
647,순종적인 음란한 여자,아라시야마 미치루,,(주)빅콘미디어,(주)빅콘미디어,2020-08-31,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
648,순종하는 며느리,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
649,술 취해 잠든 귀여운 여친 무삭제판,오자키 히로코우지,,(주)플라이어,(주)플라이어,2020-08-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
650,숨도 못 쉬게 깊이 들어온 동창,,,주식회사 플릭스코,주식회사 플릭스코,2020-06-02,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
651,스와핑 : 두 부부의 이혼여행,이대길,뷰소프트,,뷰소프트,2020-08-07,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
652,스와핑 : 부부모임,최민현,(주)영화사가을,,(주)영화사가을,2020-06-25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
653,스와핑 : 선배의 아내,한대위,(주)영화사가을,,(주)영화사가을,2020-06-01,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
654,스와핑 : 아내의 동의 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-03-25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
655,스와핑 : 아내의 친구 무삭제,정철진,(주)영화사가을,,(주)영화사가을,2020-04-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
656,스와핑 : 완벽한 이웃 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2020-03-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
657,스와핑 : 잘못된 쾌락 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-03-31,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
658,스트레칭 정사-손이 어디까지,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
659,승진의 기술,송정규,,,(주)나우콘텐츠,2020-08-28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
660,시누이의 맛,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-06-12,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
661,시미켄의 촬영 강의,,,(주)빅콘미디어,(주)빅콘미디어,2020-06-09,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
662,시아버지와 착한 며느리,최민현,(주)영화사가을,,(주)영화사가을,2020-04-29,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
663,시아버지의 여자-무삭제판,오자키 히로코우지,,(주)플라이어,(주)플라이어,2020-05-21,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
664,식스센스:속 보이는 여자들,왕지방,(주)메이크아트,,(주)메이크아트,2020-06-12,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
665,신 복수무정,로스 보야스크,,하드릴컴퍼니,하드릴컴퍼니,2020-08-12,개봉영화,장편,영국,1,"6,000",1,0,0,액션,15세이상관람가,일반영화
666,신입 여사원 길들이기,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2020-08-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
667,신혼밤 제대로 보여드립니다,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
668,실제로 흐느끼는 육덕 왕가슴 아내,사키타마 조지,,(주)플라이어,(주)플라이어,2020-07-02,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
669,싸움의 기술 2,김희성,(주)영화사 사계절,,(주)영화사 사계절,2020-05-22,개봉영화,장편,한국,1,"6,000",1,0,0,액션,청소년관람불가,일반영화
670,쌍둥이 여친 과외하기,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-05-14,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
671,씨받는 유부녀들:뚫어주는 배관공,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
672,씨받이:돌아온 탕녀,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
673,아내를 부탁해:남편 앞에서 즐기다,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
674,아내와 내 친구들-무삭제,최재후,(주)나우콘텐츠,,(주)나우콘텐츠,2020-05-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
675,아내의 세계,왕지방,(주)메이크아트,,(주)메이크아트,2020-06-26,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
676,아내의 알바는 비밀마사지,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
677,아내의 욕구불만,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
678,아들의 여자 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2020-03-04,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
679,아빠와 딸 그리고 딸의 친구들,이지은,(주)메이크아트,,(주)메이크아트,2020-06-11,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
