순번,영화명,감독,배급사,개봉일,영화유형,국적,전국스크린수,전국매출액.1,전국매출액,전국관객수,전국관객수,서울매출액,서울매출액,서울관객수,장르,등급,영화구분
299,리골레토,필립 슈톨츨,0,2020-04-05,개봉영화,유럽,6,0.0244675,244675,9.96,996,"197,416","19,741,600",803,공연,12세이상관람가,일반영화
300,도미노,브라이언 드 팔마,0,2020-06-11,개봉영화,유럽,113,0.02428536,242853.6,27.3,"2,730","115,974","11,597,360","1,293",범죄,15세이상관람가,독립/예술영화
301,타오르는 여인의 초상,셀린 시아마,0,2020-01-16,개봉영화,유럽,120,0.02343097,234309.7,28.48,"2,848","137,670","13,766,970","1,623",드라마,15세이상관람가,독립/예술영화
302,블랙아웃 : 인베이젼 어스,예고르 바라노프,0,2020-08-05,개봉영화,유럽,51,0.02327542,232754.2,27.38,"2,738","129,869","12,986,940","1,420",SF,15세이상관람가,일반영화
303,프리키 데스데이 순한맛,크리스토퍼 랜던,1,2020-12-10,개봉영화,북아메리카,159,0.02327323,232732.3,25.41,"2,541","59,652","5,965,220",637,코미디,15세이상관람가,일반영화
304,인퍼머스,,0,2020-11-11,개봉영화,북아메리카,135,0.02305865,230586.5,24.99,"2,499","95,180","9,517,970",998,범죄,청소년관람불가,독립/예술영화
305,"안녕, 미누",지혜원,0,2020-05-27,개봉영화,한국,25,0.0229665,229665,28.5,"2,850","163,080","16,308,000","2,020",다큐멘터리,12세이상관람가,독립/예술영화
306,글로리아를 위하여,로베르 게디기앙,0,2020-10-29,개봉영화,유럽,36,0.0228754,228754,28.33,"2,833","174,531","17,453,100","2,179",드라마,15세이상관람가,독립/예술영화
307,반교: 디텐션,존 쉬,0,2020-08-13,개봉영화,기타,128,0.02287412,228741.2,34.35,"3,435","137,671","13,767,120","2,392",공포(호러),15세이상관람가,독립/예술영화
308,사냥의 시간: 데스 게임,아론 머티스,0,2020-06-22,개봉영화,북아메리카,1,0.02250152,225015.2,45.38,"4,538","5,870","587,000",539,공포(호러),청소년관람불가,일반영화
309,사일런싱,,0,2021-01-28,개봉영화,북아메리카,89,0.02231118,223111.8,28.73,"2,873","94,363","9,436,340","1,236",공포(호러),15세이상관람가,일반영화
310,인헤리턴스,,0,2020-06-25,개봉영화,북아메리카,58,0.022257,222570,34.34,"3,434","157,660","15,766,000","2,666",스릴러,15세이상관람가,일반영화
311,악몽,송정우,0,2020-03-12,개봉영화,한국,165,0.02195372,219537.2,25.53,"2,553","45,372","4,537,180",497,미스터리,청소년관람불가,독립/예술영화
312,고양이와 할아버지,미츠아키 이와고,0,2020-04-23,개봉영화,아시아,71,0.02174934,217493.4,25.77,"2,577","123,091","12,309,140","1,445",드라마,전체관람가,독립/예술영화
313,그리드,마이클 윈터바텀,0,2020-10-15,개봉영화,유럽,66,0.0214095,214095,24.11,"2,411","144,517","14,451,700","1,546",코미디,15세이상관람가,독립/예술영화
314,후쿠오카,장률,0,2020-08-27,개봉영화,한국,101,0.02129698,212969.8,26.2,"2,620","105,810","10,581,000","1,277",드라마,15세이상관람가,독립/예술영화
315,피원에이치 : 새로운 세계의 시작,창,2,2020-10-08,개봉영화,한국,87,0.0211092,211092,22.84,"2,284","120,312","12,031,200","1,223",드라마,15세이상관람가,일반영화
316,레전더리 콘서트: 헤르베르트 폰 카라얀,헤르베르트 폰 카라얀,0,2020-11-01,개봉영화,유럽,15,0.020976,209760,7.3,730,"128,990","12,899,000",429,공연,전체관람가,일반영화
317,엠마,어텀 드 와일드,1,2020-02-27,개봉영화,유럽,18,0.0209065,209065,29.27,"2,927","134,020","13,402,000","1,803",코미디,12세이상관람가,독립/예술영화
318,런 보이 런,오원재,0,2020-05-28,개봉영화,한국,25,0.02089374,208937.4,29.56,"2,956","113,860","11,386,020","1,536",드라마,15세이상관람가,일반영화
319,조커,토드 필립스,1,2019-10-02,개봉영화,북아메리카,1418,0.0207455,207455,20.78,"2,078","107,085","10,708,500","1,071",액션,15세이상관람가,일반영화
320,열혈형사,윤여창,0,2020-06-18,개봉영화,한국,121,0.02053996,205399.6,24.92,"2,492","73,810","7,381,000",850,코미디,12세이상관람가,일반영화
321,고양이 집사,이희섭,0,2020-05-14,개봉영화,한국,49,0.02047224,204722.4,23.99,"2,399","113,968","11,396,820","1,287",다큐멘터리,전체관람가,독립/예술영화
322,나를 구하지 마세요,정연경,0,2020-09-10,개봉영화,한국,79,0.0204038,204038,23.34,"2,334","105,382","10,538,220","1,140",드라마,12세이상관람가,독립/예술영화
323,후쿠오카,장률,0,2020-08-27,개봉영화,한국,101,0.02024954,202495.4,24.44,"2,444","133,731","13,373,070","1,455",드라마,15세이상관람가,독립/예술영화
324,토스카,,0,2020-12-01,개봉영화,유럽,4,0.02017585,201758.5,6.84,684,"139,523","13,952,250",437,공연,12세이상관람가,일반영화
325,나인스 게이트: 아홉 번째 살인,니콜라이 콤메리키,0,2020-11-04,개봉영화,유럽,93,0.01994365,199436.5,22.35,"2,235","88,404","8,840,380",962,어드벤처,15세이상관람가,일반영화
326,광주비디오: 사라진 4시간,이조훈,0,2020-07-16,개봉영화,한국,70,0.01984048,198404.8,26.15,"2,615","83,130","8,312,980","1,033",다큐멘터리,12세이상관람가,독립/예술영화
327,포기와 베스,,0,2020-10-06,개봉영화,북아메리카,7,0.0198239,198239,7.86,786,"146,636","14,663,600",582,공연,12세이상관람가,일반영화
328,너의 새는 노래할 수 있어,미야케 쇼,0,2020-04-16,개봉영화,아시아,37,0.0197619,197619,21.72,"2,172","153,420","15,342,040","1,590",멜로/로맨스,15세이상관람가,독립/예술영화
329,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,0,2020-08-13,개봉영화,유럽,30,0.01956111,195611.1,22.63,"2,263","141,521","14,152,050","1,565",다큐멘터리,전체관람가,독립/예술영화
330,69세,임선애,0,2020-08-20,개봉영화,한국,105,0.0195515,195515,25.7,"2,570","134,420","13,442,000","1,676",드라마,15세이상관람가,독립/예술영화
331,더 시크릿,유발 애들러,0,2021-01-21,개봉영화,유럽,72,0.01953486,195348.6,27.96,"2,796","86,178","8,617,770","1,273",스릴러,15세이상관람가,독립/예술영화
332,얼론,조니 마틴,0,2020-11-18,개봉영화,북아메리카,189,0.01947429,194742.9,22.94,"2,294","70,690","7,069,010",794,액션,15세이상관람가,독립/예술영화
333,큰엄마의 미친봉고,백승환,0,2021-01-21,개봉영화,한국,67,0.01934474,193447.4,28.02,"2,802","74,309","7,430,910","1,096",코미디,12세이상관람가,일반영화
334,그 누구도 아닌,아르노 데 팔리에르,0,2020-03-26,개봉영화,유럽,74,0.019051,190510,23.19,"2,319","127,307","12,730,680","1,537",드라마,15세이상관람가,독립/예술영화
335,버든: 세상을 바꾸는 힘,앤드류 헤클러,0,2020-11-25,개봉영화,북아메리카,82,0.01878057,187805.7,22.81,"2,281","110,708","11,070,770","1,294",드라마,15세이상관람가,독립/예술영화
336,알피니스트 - 어느 카메라맨의 고백,"임일진,김민철",0,2020-10-15,개봉영화,한국,21,0.01876243,187624.3,23.16,"2,316","119,440","11,944,030","1,451",다큐멘터리,12세이상관람가,독립/예술영화
337,코마,,0,2020-11-12,개봉영화,유럽,46,0.01873945,187394.5,25.63,"2,563","121,110","12,110,950","1,652",SF,15세이상관람가,독립/예술영화
338,"하이, 젝시","존 루카스,스콧 무어",0,2020-02-19,개봉영화,북아메리카,205,0.018696,186960,29.69,"2,969","74,265","7,426,500","1,219",코미디,15세이상관람가,일반영화
339,우리가 이별 뒤에 알게 되는 것들,아이스링 친-이,0,2020-09-30,개봉영화,북아메리카,37,0.01857974,185797.4,22.57,"2,257","119,463","11,946,340","1,353",드라마,12세이상관람가,독립/예술영화
340,보이콰이어,프랑소아 지라드,0,2020-05-14,개봉영화,북아메리카,74,0.01850908,185090.8,22.2,"2,220","113,682","11,368,220","1,319",드라마,전체관람가,독립/예술영화
341,내언니전지현과 나,박윤진,0,2020-12-03,개봉영화,한국,36,0.0183583,183583,21.42,"2,142","133,070","13,307,030","1,454",다큐멘터리,12세이상관람가,독립/예술영화
342,첫키스만 50번째,후쿠다 유이치,0,2020-03-26,개봉영화,아시아,117,0.01833656,183365.6,22.12,"2,212","83,162","8,316,200",975,코미디,12세이상관람가,독립/예술영화
343,핀란드 메탈밴드,,0,2020-04-09,개봉영화,유럽,59,0.01802218,180221.8,22.27,"2,227","131,467","13,146,740","1,634",코미디,15세이상관람가,독립/예술영화
344,파라다이스 힐스,앨리스 웨딩턴,0,2020-03-19,개봉영화,유럽,109,0.0178552,178552,20.46,"2,046","103,605","10,360,520","1,103",판타지,12세이상관람가,독립/예술영화
345,엑설런트 어드벤쳐 3,딘 패리소트,0,2020-11-19,개봉영화,북아메리카,54,0.01783298,178329.8,33.51,"3,351","70,649","7,064,940","1,275",어드벤처,12세이상관람가,일반영화
346,관계의 가나다에 있는 우리는,이인의,0,2021-01-28,개봉영화,한국,39,0.01765807,176580.7,23.8,"2,380","117,248","11,724,770","1,499",드라마,전체관람가,독립/예술영화
347,베토벤 프로젝트,존 노이마이어,0,2020-07-12,개봉영화,유럽,13,0.017639,176390,10.21,"1,021","130,130","13,013,000",774,공연,전체관람가,일반영화
348,모든 것을 벗어던진 특별한 여행,,0,2020-07-29,개봉영화,호주,51,0.01763566,176356.6,21.83,"2,183","120,867","12,086,700","1,467",코미디,15세이상관람가,독립/예술영화
349,숀더쉽 더 무비: 꼬마 외계인 룰라!,"리처드 펠런,윌 베처",0,2020-02-19,개봉영화,유럽,270,0.01758666,175866.6,25.02,"2,502","45,393","4,539,300",646,애니메이션,전체관람가,일반영화
350,레전더리 콘서트: 카를로스 클라이버,카를로스 클라이버,0,2020-12-02,개봉영화,유럽,14,0.01713,171300,5.83,583,"115,030","11,503,000",381,공연,전체관람가,일반영화
351,사랑이 눈뜰 때,마이클 메일러,0,2020-08-26,개봉영화,북아메리카,92,0.01683777,168377.7,21.97,"2,197","74,713","7,471,340",967,드라마,12세이상관람가,독립/예술영화
352,공포체험라디오 4DX,서정희,2,2020-09-16,개봉영화,한국,37,0.016604,166040,17.94,"1,794","60,995","6,099,500",650,공포(호러),15세이상관람가,일반영화
353,웰컴 투 X-월드,한태의,0,2020-10-29,개봉영화,한국,23,0.0165224,165224,20.64,"2,064","127,609","12,760,900","1,444",다큐멘터리,전체관람가,독립/예술영화
354,용루각: 비정도시,최상훈,0,2020-12-03,개봉영화,한국,22,0.01630821,163082.1,27.4,"2,740","60,688","6,068,750","1,024",액션,청소년관람불가,일반영화
355,제이티 르로이,,0,2021-01-21,개봉영화,북아메리카,93,0.0162667,162667,19.77,"1,977","81,159","8,115,900",969,드라마,15세이상관람가,독립/예술영화
356,킬 스위치,,0,2020-07-01,개봉영화,북아메리카,51,0.0162609,162609,32.3,"3,230","63,609","6,360,900","1,250",SF,15세이상관람가,일반영화
357,행복의 단추를 채우는 완벽한 방법,칼 헌터,0,2020-04-02,개봉영화,유럽,55,0.01625012,162501.2,19.55,"1,955","108,441","10,844,080","1,280",코미디,12세이상관람가,독립/예술영화
358,기도의 힘,알렉스 켄드릭,0,2020-04-09,개봉영화,북아메리카,69,0.0161932,161932,20.42,"2,042","72,365","7,236,540",923,드라마,12세이상관람가,독립/예술영화
359,송 오브 러브,,0,2020-09-10,개봉영화,기타,48,0.01613408,161340.8,31.33,"3,133","56,676","5,667,600","1,069",드라마,12세이상관람가,일반영화
360,위 섬온 더 다크니스,,0,2020-09-17,개봉영화,북아메리카,49,0.01610132,161013.2,31.31,"3,131","54,328","5,432,800","1,053",공포(호러),청소년관람불가,일반영화
361,함께 있을 수 있다면,끌로드 베리,0,2020-12-24,개봉영화,유럽,30,0.01587661,158766.1,20.53,"2,053","92,772","9,277,210","1,185",멜로/로맨스,12세이상관람가,독립/예술영화
362,걸즈 앤 판처 제? 63회 전차도 전국 고교생 대회,미즈시마 츠토무,0,2020-04-09,개봉영화,아시아,11,0.0154655,154655,16.67,"1,667","104,145","10,414,500","1,102",애니메이션,12세이상관람가,일반영화
363,캐리비안 해적과 마법 다이아몬드,라스무스 A. 실버르센,0,2020-08-26,개봉영화,유럽,138,0.01536832,153683.2,19.44,"1,944","29,539","2,953,940",353,애니메이션,전체관람가,일반영화
364,찬실이는 복도 많지,김초희,0,2020-03-05,개봉영화,한국,241,0.01515937,151593.7,16.35,"1,635","107,756","10,775,570","1,050",드라마,전체관람가,독립/예술영화
365,래시 컴 홈,올더디센 하노,0,2021-01-07,개봉영화,유럽,13,0.01502245,150224.5,24.98,"2,498","84,053","8,405,300","1,392",가족,전체관람가,독립/예술영화
366,프린세스 에미: 마법 책의 비밀,피엣 드 라이커,0,2020-11-26,개봉영화,유럽,133,0.01455578,145557.8,18.71,"1,871","14,604","1,460,400",181,애니메이션,전체관람가,일반영화
367,극장판 시티헌터: 신주쿠 프라이빗 아이즈,코다마 켄지,0,2020-06-18,개봉영화,아시아,64,0.014319,143190,20.52,"2,052","65,955","6,595,500",912,애니메이션,12세이상관람가,독립/예술영화
368,마담 버터플라이,,0,2020-05-05,개봉영화,북아메리카,6,0.0143049,143049,5.64,564,"100,872","10,087,200",396,공연,전체관람가,일반영화
369,파리 오페라 발레단,"티에리 데마이지에르,알반 테우를라이",0,2020-06-11,개봉영화,유럽,18,0.01428754,142875.4,18.05,"1,805","109,580","10,958,040","1,341",다큐멘터리,전체관람가,독립/예술영화
370,태백권,최상훈,0,2020-08-20,개봉영화,한국,62,0.0142478,142478,19.72,"1,972","59,920","5,992,000",941,코미디,15세이상관람가,일반영화
371,팡파레,이돈구,0,2020-07-09,개봉영화,한국,24,0.01414198,141419.8,16.35,"1,635","104,070","10,406,980","1,100",드라마,청소년관람불가,독립/예술영화
372,마치다군의 세계,이시이 유야,0,2020-11-12,개봉영화,아시아,44,0.01412417,141241.7,14.83,"1,483","105,928","10,592,800","1,076",멜로/로맨스,전체관람가,독립/예술영화
373,범털,강태호,0,2020-05-14,개봉영화,한국,48,0.01402356,140235.6,17.41,"1,741","30,093","3,009,260",340,범죄,15세이상관람가,독립/예술영화
374,네 멋대로 해라: 장 뤽 고다르,미셀 하자나비시우스,0,2020-03-19,개봉영화,유럽,93,0.0138296,138296,16.9,"1,690","80,297","8,029,660",978,코미디,15세이상관람가,독립/예술영화
375,피가로의 결혼,그레이엄 빅,0,2020-05-01,개봉영화,유럽,4,0.0136955,136955,5.3,530,"97,035","9,703,500",325,공연,12세이상관람가,일반영화
376,프리즈너,양길영,0,2020-07-23,개봉영화,한국,49,0.01364236,136423.6,16.81,"1,681","40,755","4,075,480",490,액션,15세이상관람가,일반영화
377,블러드샷,데이브 윌슨,1,2020-05-21,개봉영화,북아메리카,8,0.013568,135680,18.06,"1,806","86,760","8,676,000","1,212",액션,15세이상관람가,일반영화
378,김일성의 아이들,김덕영,0,2020-06-25,개봉영화,한국,13,0.0130685,130685,16.66,"1,666","95,195","9,519,500","1,233",다큐멘터리,전체관람가,독립/예술영화
379,컨택트 2020,,0,2020-07-15,개봉영화,북아메리카,1,0.013017,130170,25.76,"2,576","49,170","4,917,000",956,SF,12세이상관람가,일반영화
380,큐리오사,루 주네,0,2020-08-06,개봉영화,유럽,19,0.0129698,129698,14.8,"1,480","82,381","8,238,100",875,드라마,청소년관람불가,독립/예술영화
381,제인의 썸머,송은주,0,2020-06-18,개봉영화,한국,43,0.0125755,125755,21.82,"2,182","110,945","11,094,500","2,013",멜로/로맨스,청소년관람불가,일반영화
382,뮤직 앤 리얼리티,"빅 포니,스티브 리",0,2020-12-23,개봉영화,한국,38,0.01228139,122813.9,14.09,"1,409","85,066","8,506,620",946,드라마,12세이상관람가,독립/예술영화
383,살로메,로메오 카스텔루치,0,2020-09-20,개봉영화,유럽,8,0.0122236,122236,4.86,486,"89,218","8,921,800",347,공연,15세이상관람가,일반영화
384,그날이 온다,크리스토퍼 모리스,0,2020-12-09,개봉영화,유럽,105,0.01220185,122018.5,13.61,"1,361","56,510","5,651,000",594,코미디,15세이상관람가,독립/예술영화
385,얼굴없는 보스: 못다한 이야기 감독판,임성용,0,2020-05-13,개봉영화,한국,50,0.0121572,121572,16.62,"1,662","22,878","2,287,840",332,범죄,15세이상관람가,일반영화
386,겨울밤에,장우진,0,2020-12-10,개봉영화,한국,49,0.01208397,120839.7,14.25,"1,425","78,356","7,835,570",869,드라마,12세이상관람가,독립/예술영화
387,아르코라이브 뮤지컬 안테모사,"이정민,오미선",0,2020-03-25,개봉영화,한국,16,0.0120595,120595,10.16,"1,016","64,050","6,405,000",536,공연,전체관람가,일반영화
388,바람의 언덕,박석영,0,2020-04-23,개봉영화,한국,28,0.0120549,120549,17.18,"1,718","75,054","7,505,400","1,078",드라마,전체관람가,독립/예술영화
389,우리집 똥멍청이,이반 아탈,0,2020-07-22,개봉영화,유럽,79,0.0119836,119836,14.59,"1,459","32,652","3,265,200",396,코미디,15세이상관람가,독립/예술영화
390,스왈로우,카를로 미라벨라 데이비스,0,2020-07-03,개봉영화,북아메리카,10,0.01198,119800,15.2,"1,520","74,860","7,486,000",951,미스터리,15세이상관람가,독립/예술영화
391,라이어트: 기계들의 역습,,0,2020-12-23,개봉영화,북아메리카,52,0.0119759,119759,22.83,"2,283","103,509","10,350,900","1,958",SF,15세이상관람가,일반영화
392,싸커 퀸즈,모하메드 하미디,0,2020-05-27,개봉영화,유럽,57,0.01193258,119325.8,15.24,"1,524","83,757","8,375,740","1,075",코미디,12세이상관람가,독립/예술영화
393,반도,연상호,2,2020-07-15,개봉영화,한국,2575,0.011821,118210,17.68,"1,768","93,260","9,326,000","1,440",액션,15세이상관람가,일반영화
394,벌새,김보라,0,2019-08-29,개봉영화,한국,145,0.0117724,117724,14.39,"1,439","87,245","8,724,500",995,드라마,15세이상관람가,독립/예술영화
395,아이 빌리브,,0,2020-11-05,개봉영화,북아메리카,75,0.0117576,117576,14.33,"1,433","50,825","5,082,500",607,드라마,전체관람가,일반영화
396,피아니스트의 전설,쥬세페 토르나토레,0,2020-01-01,개봉영화,유럽,69,0.01165346,116534.6,22.72,"2,272","63,390","6,338,960","1,231",드라마,15세이상관람가,독립/예술영화
397,세비야의 이발사,,0,2020-03-03,개봉영화,유럽,5,0.0115805,115805,4.21,421,"62,245","6,224,500",207,공연,전체관람가,일반영화
398,지옥의 오르페,"베리 코스키,마이클 베이어",0,2020-10-25,개봉영화,유럽,7,0.0114791,114791,4.6,460,"87,814","8,781,400",353,공연,청소년관람불가,일반영화
399,크루아상,조성규,0,2021-01-21,개봉영화,한국,42,0.01146345,114634.5,12.21,"1,221","70,073","7,007,310",736,드라마,12세이상관람가,독립/예술영화
400,엠티맨,,2,2020-11-19,개봉영화,북아메리카,100,0.01131412,113141.2,12.66,"1,266","49,678","4,967,810",556,공포(호러),15세이상관람가,일반영화
401,코드 8,,0,2020-07-02,개봉영화,북아메리카,82,0.01124136,112413.6,13.62,"1,362","33,380","3,337,960",400,SF,15세이상관람가,일반영화
402,피델리오,,0,2020-05-31,개봉영화,유럽,7,0.0112308,112308,4.55,455,"81,943","8,194,300",330,공연,전체관람가,일반영화
403,아웃사이더,"가한진,후닝 유안",0,2020-04-02,개봉영화,아시아,96,0.01102728,110272.8,13.55,"1,355","44,979","4,497,860",548,기타,청소년관람불가,독립/예술영화
404,빈폴,칸테미르 발라고프,0,2020-02-27,개봉영화,유럽,33,0.010931,109310,13.69,"1,369","82,388","8,238,820","1,006",드라마,15세이상관람가,독립/예술영화
405,다니엘 이즌 리얼,아담 이집트 모티머,0,2020-04-09,개봉영화,북아메리카,36,0.010914,109140,12.21,"1,221","59,420","5,942,000",635,스릴러,청소년관람불가,독립/예술영화
406,라스트 프론티어,,0,2021-01-14,개봉영화,유럽,20,0.0108245,108245,18.4,"1,840","88,419","8,841,900","1,606",전쟁,15세이상관람가,독립/예술영화
407,어트랙션,"만스 말린드,비욘 스테인",0,2020-09-17,개봉영화,유럽,101,0.01080757,108075.7,12.86,"1,286","44,521","4,452,080",522,드라마,12세이상관람가,독립/예술영화
408,극장판 미니특공대: 공룡왕 디노,이영준,0,2020-02-06,개봉영화,한국,485,0.01079204,107920.4,14.51,"1,451","7,695","769,500",96,애니메이션,전체관람가,일반영화
409,스카이와 친구들: 로보시티의 비밀,,0,2020-12-10,개봉영화,기타,83,0.01076568,107656.8,13.94,"1,394","12,597","1,259,700",145,애니메이션,전체관람가,일반영화
410,황무지 5월의 고해,김태영,0,2020-10-28,개봉영화,한국,39,0.0106245,106245,13.14,"1,314","67,880","6,788,000",824,드라마,15세이상관람가,독립/예술영화
411,디어 마이 지니어스,구윤주,0,2020-10-22,개봉영화,한국,14,0.0105824,105824,18.07,"1,807","47,489","4,748,900",711,다큐멘터리,전체관람가,독립/예술영화
412,비홀드 마이 하트,조슈아 레오나드,0,2020-05-21,개봉영화,북아메리카,47,0.0104673,104673,12.4,"1,240","77,315","7,731,480",911,드라마,12세이상관람가,독립/예술영화
413,페인티드 버드,,0,2020-03-26,개봉영화,유럽,12,0.01040428,104042.8,11.03,"1,103","97,639","9,763,900","1,024",드라마,청소년관람불가,독립/예술영화
414,겨울왕국 2,"크리스 벅,제니퍼 리",2,2019-11-21,개봉영화,북아메리카,2648,0.0103877,103877,15.77,"1,577","54,632","5,463,180",799,애니메이션,전체관람가,일반영화
415,앙상블,정형석,0,2020-11-05,개봉영화,한국,52,0.01037661,103766.1,11.4,"1,140","64,125","6,412,540",678,드라마,12세이상관람가,독립/예술영화
416,포스 오브 네이쳐,마이클 폴리쉬,0,2020-07-01,개봉영화,북아메리카,46,0.01018016,101801.6,14.78,"1,478","56,503","5,650,280",871,액션,15세이상관람가,일반영화
417,레전더리 콘서트: 레너드 번스타인,,0,2021-01-03,개봉영화,유럽,12,0.0101325,101325,3.66,366,"67,165","6,716,500",229,공연,전체관람가,일반영화
418,욕창,심혜정,0,2020-07-02,개봉영화,한국,17,0.01006758,100675.8,12.88,"1,288","64,701","6,470,080",736,드라마,12세이상관람가,독립/예술영화
419,예티: 신비한 동물 탐험대,"피에르 그레코,낸시 플로렌스 사바드",0,2020-10-08,개봉영화,북아메리카,78,0.01003216,100321.6,13.07,"1,307","10,230","1,023,000",131,애니메이션,전체관람가,독립/예술영화
420,투란도트,프랑코 제피렐리,0,2020-02-08,개봉영화,북아메리카,5,0.0100125,100125,3.79,379,"73,530","7,353,000",278,공연,12세이상관람가,일반영화
421,그녀의 비밀정원,김인식,0,2020-04-22,개봉영화,한국,79,0.00996688,99668.8,12.54,"1,254","29,059","2,905,860",375,드라마,15세이상관람가,독립/예술영화
422,라 보엠,,0,2020-11-29,개봉영화,유럽,7,0.0097194,97194,3.79,379,"70,690","7,069,000",278,공연,전체관람가,일반영화
423,어쩌다 아스널,줄리엔 라페뉴,0,2020-05-13,개봉영화,유럽,85,0.00956488,95648.8,12.11,"1,211","37,812","3,781,240",500,드라마,전체관람가,독립/예술영화
424,마지막 휴가,노거경,0,2020-12-10,개봉영화,한국,11,0.009561,95610,11.64,"1,164","63,190","6,319,000",790,기타,15세이상관람가,독립/예술영화
425,기억의 전쟁,이길보라,0,2020-02-27,개봉영화,한국,14,0.0095163,95163,11.64,"1,164","77,781","7,778,100",875,다큐멘터리,12세이상관람가,독립/예술영화
426,백두산,"이해준,김병서",2,2019-12-19,개봉영화,한국,19,0.00947,94700,9.72,972,0,0,0,어드벤처,12세이상관람가,일반영화
427,1945: 포인트 오브 노 리턴,릭 로버츠,0,2020-06-24,개봉영화,유럽,47,0.00934418,93441.8,13.69,"1,369","28,619","2,861,940",392,전쟁,15세이상관람가,일반영화
428,킬러맨,말릭 베이더,0,2020-08-13,개봉영화,북아메리카,25,0.0091923,91923,11.21,"1,121","55,383","5,538,300",690,액션,청소년관람불가,일반영화
429,국도극장: 감독판,전지희,0,2020-05-29,개봉영화,한국,1,0.009046,90460,11.06,"1,106","63,050","6,305,000",700,드라마,12세이상관람가,독립/예술영화
430,스킨,기 나티브,0,2020-03-19,개봉영화,북아메리카,34,0.00882516,88251.6,11.2,"1,120","58,182","5,818,160",754,드라마,청소년관람불가,독립/예술영화
431,사랑의 묘약,,0,2020-06-02,개봉영화,유럽,5,0.00874,87400,3.19,319,"67,845","6,784,500",229,공연,12세이상관람가,일반영화
432,왕과 나: 런던 팔라디움 극장 뮤지컬,게리 할버슨,2,2020-04-29,개봉영화,유럽,12,0.008737,87370,5.1,510,"46,725","4,672,500",276,공연,전체관람가,일반영화
433,히트맨,최원섭,2,2020-01-22,개봉영화,한국,1122,0.0086896,86896,9.58,958,"44,780","4,478,000",463,코미디,15세이상관람가,일반영화
434,래드윔프스 안티 안티 제너레이션 2019,,0,2020-11-05,개봉영화,아시아,27,0.008549,85490,4.75,475,"38,875","3,887,500",216,공연,전체관람가,일반영화
435,구르는 수레바퀴,문정윤,0,2020-09-23,개봉영화,한국,4,0.00851,85100,10.72,"1,072","84,190","8,419,000","1,060",가족,12세이상관람가,독립/예술영화
436,버즈 오브 프레이(할리 퀸의 황홀한 해방),캐시 얀,1,2020-02-05,개봉영화,북아메리카,963,0.0084228,84228,9.57,957,"70,750","7,075,000",806,액션,15세이상관람가,일반영화
437,구직자들,황승재,0,2020-11-12,개봉영화,한국,29,0.00840465,84046.5,9.2,920,"59,211","5,921,080",631,SF,전체관람가,독립/예술영화
438,바다로 가자,김량,0,2020-06-18,개봉영화,한국,15,0.0083625,83625,12.45,"1,245","64,585","6,458,500",977,가족,전체관람가,독립/예술영화
439,팔리아치,마리오 마르토네,0,2020-07-03,개봉영화,유럽,5,0.00835465,83546.5,3.16,316,"48,636","4,863,600",162,공연,12세이상관람가,일반영화
440,꿀벌과 천둥,이시카와 케이,0,2020-10-29,개봉영화,아시아,35,0.0082706,82706,9.23,923,"40,411","4,041,100",431,드라마,전체관람가,독립/예술영화
441,리메인,김민경,0,2020-08-27,개봉영화,한국,45,0.0082207,82207,9.65,965,"43,482","4,348,200",476,드라마,청소년관람불가,독립/예술영화
442,장 미쉘 바스키아: 더 레이디언트 차일드,탐라 데이비스,2,2020-12-09,개봉영화,북아메리카,18,0.0079791,79791,8.69,869,"53,813","5,381,300",580,다큐멘터리,12세이상관람가,일반영화
443,파도를 걷는 소년,최창환,0,2020-05-14,개봉영화,한국,25,0.00795422,79542.2,9.43,943,"48,372","4,837,220",518,드라마,15세이상관람가,독립/예술영화
444,해피 해피 레스토랑,후카가와 요시히로,0,2020-05-14,개봉영화,아시아,24,0.00794012,79401.2,10.09,"1,009","66,758","6,675,800",855,가족,전체관람가,독립/예술영화
445,어게인,조창열,0,2020-07-30,개봉영화,한국,22,0.0078995,78995,10.12,"1,012","62,650","6,265,000",773,뮤지컬,12세이상관람가,독립/예술영화
446,마농,로랑 펠리,0,2020-03-31,개봉영화,북아메리카,5,0.0078943,78943,3.36,336,"66,547","6,654,700",284,공연,12세이상관람가,일반영화
447,족벌 두 신문 이야기,"김용진,박중석",0,2021-01-01,개봉영화,한국,10,0.0078794,78794,10.3,"1,030","56,214","5,621,400",686,다큐멘터리,12세이상관람가,독립/예술영화
448,438일,예스퍼 갠스란트,0,2021-01-21,개봉영화,기타,40,0.00787281,78728.1,10,"1,000","41,084","4,108,410",500,드라마,15세이상관람가,독립/예술영화
449,산티아고의 흰 지팡이,이종은,0,2020-03-19,개봉영화,한국,21,0.00779946,77994.6,10.06,"1,006","57,921","5,792,060",708,다큐멘터리,전체관람가,독립/예술영화
450,아이리시맨,마틴 스코세이지,0,2019-11-20,개봉영화,북아메리카,68,0.00774774,77477.4,15.54,"1,554","35,338","3,533,820",694,범죄,청소년관람불가,독립/예술영화
451,요요현상,고두현,0,2021-01-14,개봉영화,한국,27,0.00769584,76958.4,8.04,804,"53,316","5,331,640",516,다큐멘터리,전체관람가,독립/예술영화
